0.54,95.0
0.93,95.0
1.68,95.0
2.94,95.0
4.54,95.0
4.95,95.0
5.72,95.0
6.96,95.0
8.55,95.0
8.96,95.0
9.83,95.0
10.97,95.0
12.56,95.0
12.97,95.0
13.87,95.0
14.98,95.0
16.57,95.0
16.99,95.0
17.9,95.0
18.99,95.0
20.58,95.0
21.02,95.0
22,95.0
23.03,95.0
25.05,95.0
25.08,95.0
27.05,95.0
27.09,95.0
29.06,95.0
29.1,95.0
31.07,95.0
31.12,95.0
33.08,95.0
33.13,95.0
35.09,95.0
35.16,95.0
37.09,95.0
37.17,95.0
39.1,95.0
39.17,95.0
41.11,95.0
41.18,95.0
43.12,95.0
43.19,95.0
45.14,95.0
45.2,95.0
47.14,95.0
47.2,95.0
49.15,95.0
49.21,95.0
51.16,95.0
51.22,95.0
53.17,95.0
53.23,95.0
55.18,95.0
55.26,95.0
57.18,95.0
57.27,95.0
59.19,95.0
59.28,95.0
61.2,95.0
61.29,89.6215997633
63.2,89.6215997633
63.3,89.6215997633
65.21,89.6215997633
65.31,89.6215997633
67.24,89.6215997633
67.32,89.6215997633
69.26,89.6215997633
69.33,89.6215997633
71.27,89.6215997633
71.34,89.6215997633
73.28,89.6215997633
73.34,89.6215997633
75.29,89.6215997633
75.37,89.6215997633
77.29,89.6215997633
77.39,89.6215997633
79.3,89.6215997633
79.42,89.6215997633
81.31,89.6215997633
81.43,89.6215997633
83.32,89.6215997633
83.45,89.6215997633
85.32,89.6215997633
85.46,89.6215997633
87.33,89.6215997633
87.52,89.6215997633
89.35,89.6215997633
89.54,89.6215997633
91.37,89.6215997633
91.55,89.6215997633
93.37,89.6215997633
93.56,89.6215997633
95.38,89.6215997633
95.57,89.6215997633
97.39,89.6215997633
97.57,89.6215997633
99.4,89.6215997633
99.7,89.6215997633
101.42,89.6215997633
101.7,89.6215997633
103.42,89.6215997633
103.71,89.6215997633
105.43,89.6215997633
105.73,89.6215997633
107.43,89.6215997633
107.74,89.6215997633
109.44,89.6215997633
109.77,89.6215997633
111.44,89.6215997633
111.81,89.6215997633
113.46,89.6215997633
113.83,89.6215997633
115.46,89.6215997633
115.84,89.6215997633
117.48,89.6215997633
117.86,89.6215997633
119.49,89.6215997633
119.96,89.6215997633
121.5,89.6215997633
121.97,80.244761947
123.5,80.244761947
124.99,80.244761947
125.51,80.244761947
125.99,80.244761947
127.51,80.244761947
128.99,80.244761947
129.52,80.244761947
130.01,80.244761947
131.53,80.244761947
133,80.244761947
133.54,80.244761947
134.06,80.244761947
135.54,80.244761947
137.01,80.244761947
137.55,80.244761947
138.16,80.244761947
139.56,80.244761947
141.01,80.244761947
141.56,80.244761947
142.21,80.244761947
143.58,80.244761947
145.02,80.244761947
145.58,80.244761947
146.28,80.244761947
147.6,80.244761947
149.03,80.244761947
149.62,80.244761947
150.29,80.244761947
151.63,80.244761947
153.03,80.244761947
153.64,80.244761947
154.32,80.244761947
155.65,80.244761947
157.04,80.244761947
157.65,80.244761947
158.33,80.244761947
159.66,80.244761947
161.06,80.244761947
161.67,80.244761947
162.38,80.244761947
163.69,80.244761947
165.07,80.244761947
165.69,80.244761947
166.39,80.244761947
167.7,80.244761947
169.07,80.244761947
169.71,80.244761947
170.44,80.244761947
171.71,80.244761947
173.09,80.244761947
173.73,80.244761947
174.5,80.244761947
175.74,80.244761947
177.09,80.244761947
177.74,80.244761947
178.52,80.244761947
179.75,80.244761947
181.1,80.244761947
181.76,80.244761947
182.55,76.5647149885
183.78,76.5647149885
185.11,76.5647149885
185.79,76.5647149885
186.6,76.5647149885
187.81,76.5647149885
189.12,76.5647149885
189.81,76.5647149885
190.62,76.5647149885
191.82,76.5647149885
193.13,76.5647149885
193.83,76.5647149885
194.65,76.5647149885
195.84,76.5647149885
197.13,76.5571279526
197.85,76.5563047191
198.77,76.5563047191
199.86,76.5563047191
201.15,76.5563047191
201.88,76.5563047191
202.79,76.5563047191
203.89,76.5563047191
205.15,76.5563047191
205.9,76.5563047191
206.81,76.5563047191
207.92,76.5563047191
209.16,76.5563047191
209.93,76.5563047191
210.83,76.5563047191
211.93,76.5563047191
213.17,76.5563047191
213.94,76.5563047191
214.85,76.5563047191
215.95,76.5563047191
217.18,76.5563047191
217.96,76.5563047191
218.87,76.5563047191
219.97,76.5563047191
221.18,76.5563047191
221.98,76.5563047191
222.89,76.5563047191
223.99,76.5563047191
225.19,76.5563047191
225.99,76.5563047191
226.9,76.5563047191
228,76.5563047191
229.2,76.5563047191
230.01,76.5563047191
230.93,76.5563047191
232.01,76.5563047191
233.21,76.5563047191
234.02,76.5563047191
234.94,76.5563047191
236.02,76.5563047191
237.21,76.5563047191
238.03,76.5563047191
238.96,76.5563047191
240.04,76.5563047191
241.22,76.5563047191
242.05,76.5563047191
242.98,72.5955255638
244.05,72.5955255638
245.23,72.5955255638
246.06,72.5955255638
247,72.5955255638
248.06,72.5955255638
249.25,72.5955255638
250.09,72.5955255638
251.01,72.5955255638
252.09,72.5955255638
253.26,72.5955255638
254.1,72.5955255638
255.03,72.5955255638
256.11,72.5955255638
257.27,72.5955255638
258.13,72.5955255638
259.05,72.5955255638
260.14,72.5955255638
261.28,72.5955255638
262.17,72.5955255638
263.07,72.5955255638
264.18,72.5955255638
265.32,72.5955255638
266.19,72.5955255638
267.09,72.5955255638
268.2,72.5955255638
269.37,72.5955255638
270.22,72.5955255638
271.11,72.5955255638
272.23,72.5955255638
273.41,72.5955255638
274.24,72.5955255638
275.13,72.5955255638
276.25,72.5955255638
277.42,72.5955255638
278.26,72.5955255638
279.14,72.5955255638
280.28,72.5955255638
281.44,72.5955255638
282.29,72.5955255638
283.17,72.5955255638
284.3,72.5955255638
285.45,72.5955255638
286.31,72.5955255638
287.22,72.5955255638
288.32,72.5955255638
289.45,72.5955255638
290.32,72.5955255638
291.29,72.5955255638
292.33,72.5955255638
293.46,72.5955255638
294.35,72.5955255638
295.31,72.5955255638
296.37,72.5955255638
297.47,72.5955255638
298.37,72.5955255638
299.33,72.5955255638
300.38,72.5955255638
302.39,72.5955255638
302.43,72.2385078247
304.4,72.2368865322
304.44,72.2368395761
306.41,72.234857663
306.45,72.2348125383
308.42,72.2348125383
308.46,72.2347686343
310.43,72.2347686343
310.47,72.2347686343
312.44,72.2347686343
312.5,72.2347686343
314.47,72.2347686343
314.54,72.2347686343
316.47,72.2327680685
316.56,72.2327666979
318.48,72.2327666979
318.57,72.2327666979
320.49,72.2301611096
320.57,72.2301586729
322.49,72.2279633836
322.59,72.2279633836
324.5,72.2279633836
325.6,72.2270245379
326.51,72.2270245379
326.67,72.2270245379
328.51,72.2270245379
329.61,72.2270245379
330.52,72.22662248
330.68,72.2265322773
332.52,72.2265322773
333.62,72.2265322773
334.53,72.2265322773
334.74,72.2265322773
336.54,72.2265322773
337.64,72.2265322773
338.54,72.2265322773
338.76,72.2265322773
340.54,72.2265322773
341.64,72.2265322773
342.55,72.2265322773
342.77,72.2265322773
344.56,72.2265322773
345.66,72.2265322773
346.58,72.2255224867
346.79,72.2252246754
348.65,72.2252246754
349.66,72.2237460785
350.66,72.2162128086
350.8,72.2160591448
352.69,72.2142153863
353.67,72.21346864
354.71,72.212755471
354.85,72.212755471
356.71,72.212755471
357.68,72.212755471
358.72,72.212755471
358.87,72.212755471
360.75,72.212755471
361.68,72.212755471
362.77,72.212755471
362.88,72.3550737621
364.8,72.3550737621
365.69,72.3550737621
366.81,72.3550737621
366.89,72.3550737621
368.89,72.3550737621
369.7,72.3550737621
370.9,72.3550737621
370.95,72.3550737621
372.91,72.3544467501
373.71,72.3544467501
374.95,72.3544467501
374.97,72.354384127
377.01,72.3415054338
377.73,72.338201469
379.02,72.3305349225
379.04,72.3303987833
381.02,72.3137355157
381.78,72.3059584799
383.05,72.2920724144
383.08,72.2917209888
385.06,72.2680319436
385.79,72.259286695
387.07,72.243352038
387.11,72.2428803464
389.1,72.2295188518
389.8,72.2244295481
391.15,72.2142178763
391.17,72.2140228622
393.15,72.1909215469
393.81,72.1839006032
395.17,72.1750630135
395.18,72.1750630135
397.17,72.1750630135
397.81,72.1702417208
399.18,72.1554758348
399.2,72.1554758348
401.19,72.1400844294
401.82,72.1349093829
403.19,72.1349093829
403.21,72.1349093829
405.2,72.1349093829
405.83,72.1349093829
406.23,72.1350617267
407.24,72.1350617267
408.24,72.1350617267
409.84,72.1417648856
411.26,72.1467552594
411.26,72.1467552594
412.27,72.1467552594
413.84,72.1467552594
414.28,72.1467552594
415.3,72.1467552594
416.28,72.1467552594
417.85,72.1467552594
418.29,72.1467552594
419.31,72.1467552594
420.3,72.1467552594
421.85,72.1467552594
422.31,72.1467552594
423.32,72.1467552594
424.32,60.0012876027
425.87,60.0012876027
426.33,60.0012876027
427.34,60.0012876027
428.34,60.0012876027
429.88,60.0012876027
430.35,60.0012876027
431.35,60.0012876027
433.36,59.9883192129
433.89,59.9812063363
435.37,59.9798528593
435.57,59.9786673294
437.38,59.942172752
437.9,59.9307222392
439.38,59.9019203262
439.6,59.8972381724
441.42,59.8817239618
441.9,59.8797940702
443.42,59.8797940702
443.76,59.8797940702
445.43,59.8473478539
445.91,59.833226396
447.43,59.7852824764
447.84,59.7703942491
449.44,59.7043605125
449.92,59.6963761649
451.46,59.6767707424
451.87,59.6727538275
453.47,59.6592885608
453.95,59.6558061717
455.48,59.6463359362
455.89,59.6428727526
457.49,59.6298784802
457.98,59.6263083937
459.49,59.6156567185
459.94,59.6107504912
461.99,59.5881761457
462.03,59.5877830076
463.63,59.572654368
464.04,59.5689241005
466,59.5516086153
466.04,59.5512688837
467.65,59.537170312
468.05,59.5337729964
470.01,59.5187046128
470.07,59.5182804404
471.69,59.4976819281
472.08,59.4976819281
474.02,59.4976819281
474.09,59.4976819281
475.7,59.5177247389
476.1,59.5211778656
478.03,59.529856401
478.11,59.529856401
479.75,59.5323073784
480.12,59.5328377431
482.03,59.5328377431
482.12,59.5339581487
483.81,59.5514359674
484.13,60.3836514771
486.04,60.401473911
486.14,60.4026047381
487.85,60.4164923668
488.15,60.4188033943
490.16,60.434007439
490.18,60.4341438871
491.23,60.435328412
492.26,60.435077381
493.24,60.435077381
494.27,60.435077381
495.25,60.435077381
496.33,60.435077381
497.3,60.435077381
498.34,60.435077381
499.31,60.435077381
500.41,60.435077381
502.31,60.435077381
502.42,60.435077381
503.34,60.435077381
504.43,60.435077381
506.33,60.435077381
506.45,60.435077381
507.37,60.435077381
508.51,60.435077381
510.35,60.435077381
510.51,60.435077381
511.39,60.435077381
512.52,60.435077381
514.35,60.435077381
514.53,60.435077381
515.43,60.435049968
516.55,60.4209493368
518.36,60.3897814123
518.65,60.3839064247
519.44,60.3663200869
520.71,60.3317187817
522.38,60.2794016761
522.71,60.27070623
523.47,60.2506679992
524.72,60.2142212971
526.39,60.1668956247
526.73,60.1632575871
527.49,60.1409484703
528.74,60.1233681689
530.4,60.0808406104
530.74,60.073184359
531.5,60.0567173065
532.75,60.0338834191
534.4,60.002167592
534.76,59.9941362083
535.53,59.9771559084
536.76,59.9525913633
538.41,59.9202706728
538.77,59.912994836
539.55,59.897018611
