0,20.0,80
3.553633785,20.0005835107,80.00008486
7.346558492,20.009842744,80.00469934
11.2,20.018145471,80.01420003
15.05704526,20.0274264036,80.02299555
19.14115682,20.0366880197,80.03234157
23.19228385,20.0460496775,80.04180184
27.3,20.0550314318,80.05099952
31.2,20.06432491,80.05982972
35.23835711,24.9736960721,80.06955925
39.24513634,24.9830818613,80.07894026
43.48102445,24.9925436107,80.08858186
47.6,25.0023523561,80.09824027
51.7,24.9171324495,80.06864483
55.8,24.8318690109,79.98215956
59.94779709,24.7459301963,79.89749889
64.25792041,24.654359281,79.80570938
68.17828381,30.4740100672,79.72428511
72.24974078,30.3912805573,79.64046751
76.13996251,30.3098821492,79.56029645
80.2,30.225516245,79.47513589
83.94224509,30.147703722,79.39804813
87.99019753,30.0633086031,79.31307261
92,29.9821248893,79.23102887
96.1,29.8959793979,79.14634986
100,35.9677692231,79.06467952
104.1,35.9767667969,79.07378031
108.2466822,35.9865769887,79.08345056
112.1417928,35.9951229034,79.09201959
116.2408694,36.0041586379,79.10130726
120.3471594,36.0138244473,79.11053079
124.5485044,36.0232323382,79.12029392
128.7,36.0325949436,79.12942526
133.0575527,41.8653499982,79.13951331
137.3,41.8748413724,79.14884382
141.3286933,41.8842572442,79.15846895
145.4,41.8935772028,79.16750495
149.3796532,41.9027390403,79.1767984
153.4,41.8145698117,79.10483874
157.2921227,41.7336110562,79.0213693
161.4,41.6465618471,78.93608239
165.4472913,47.059408023,78.85143765
169.6916911,46.9679313535,78.75850878
173.8603312,46.8809262888,78.67194935
177.8547821,46.7992094533,78.58771734
181.8,46.716237657,78.50662362
185.9,46.6304762038,78.41977017
189.9,46.5469964858,78.33801726
194.1,46.4531513877,78.24578257
198.250632,51.5817091779,78.15507553
202.4,51.5907603135,78.12353487
206.3846159,51.5999526239,78.13228048
210.4,51.6085599092,78.14124137
214.4,51.6179906911,78.15052389
218.4517648,51.6271393167,78.15944515
222.4,51.6364526223,78.16866523
226.6582315,51.6463941664,78.17882797
230.8826054,56.9108454393,78.18868972
235.0301342,56.9202184369,78.19841307
238.9,56.9288719009,78.20693998
242.9477864,56.9385039954,78.216459
247.1,56.9476030796,78.22586871
251.1842202,56.8659416393,78.20819478
255.1,56.7827524606,78.13038302
259.248308,56.6925874021,78.03959598
263.3436956,61.6840310556,77.95057219
267.4604307,61.5961020084,77.86400607
271.5298236,61.5115891949,77.77581104
275.4903224,61.4316539664,77.6959093
279.752977,61.3432161781,77.60965606
283.9674961,61.2569172786,77.52170095
288.094753,61.1689721988,77.43650362
292.3,61.0819720577,77.34722902
296.445418,65.5928804144,77.26340767
300.5586653,65.602138962,77.19179798
304.7584117,65.6123049587,77.2017762
309.0570542,65.6220106355,77.21157328
313.0856264,65.6312621559,77.22087538
317.1614349,65.6406842122,77.23010669
321.3543972,65.6503425263,77.23997186
325.5591507,65.6602428614,77.24959103
329.6,69.5681914349,77.25924825
333.8607345,69.5777799637,77.26862532
338.0839612,69.5875529264,77.27854373
342.1665934,69.5973606752,77.28820868
346.4606533,69.6073798995,77.2983525
350.5,69.5277023586,77.296268
354.6,69.4402719279,77.2112296
358.6,69.3509189119,77.12416279
362.5,72.0804700506,77.03815617
366.6882306,71.9971770284,76.95304286
371,71.9037736984,76.86286624
375.1,71.8152207777,76.77363809
379.2,71.7314332216,76.68672752
383.3939307,71.6417877953,76.60275161
387.7,71.5487276091,76.50564458
391.7744539,71.4692065436,76.42378259
396,73.3826151219,76.33678724
400.0522232,73.3914779827,76.25717335
404.2,73.400516266,76.26642521
408.2,73.4099744633,76.2753423
412.2390706,73.4191634684,76.28480208
416.2453403,73.4283852525,76.29404347
420.2,73.4372151167,76.30279174
424.2431395,73.4461956511,76.31206812
428.2433433,75.0716119408,76.32083227
432.5882347,75.0810705327,76.33044925
436.8,75.090573065,76.33996116
441.1409285,75.1003736208,76.34967366
444.9428366,75.1094882394,76.35854848
449,75.1180568736,76.36767213
453.1831019,75.031027743,76.3056251
457.2,74.9456354079,76.22137692
461.2,76.7594692231,76.13639684
465.3304147,76.6686898517,76.05019654
469.3,76.5830948536,75.96159116
473.387537,76.4991232746,75.87702757
477.7626691,76.4056817874,75.78518486
481.9,76.3208836328,75.69808441
486.2,76.2315296914,75.6098747
490.2867439,76.1485412487,75.52702597
494.6651414,73.4475586351,75.43343399
498.9437867,73.3573300669,75.34179069
502.8599186,73.3660577714,75.32610073
507.278893,73.3759107106,75.3360707
511.4460521,73.3855508436,75.34539517
515.5,73.3952854452,75.35513512
519.6,73.4039819011,75.36430206
523.6794154,73.4131823438,75.37335886
527.8666799,72.9570223932,75.38266545
531.9,72.966171514,75.39195312
535.9448641,72.9752044513,75.40100414
540,72.9844129863,75.41006934
544.1923035,72.9935865917,75.41958462
548.1529616,73.0025483704,75.42841988
552.3936709,72.9156782511,75.38427477
